,DT_NOTIFIC,CASO_SRAG,Estimativa
129,2024-05-08,881.0000000000003,866.2351733685676
130,2024-05-09,799.0,878.7201556530787
131,2024-05-10,740.9999999999998,891.3850830465356
132,2024-05-11,333.0,904.232549084235
133,2024-05-12,299.0000000000001,917.2651846819023
134,2024-05-13,1042.0,930.4856586744536
135,2024-05-14,827.9999999999999,943.8966783625207
136,2024-05-15,854.9999999999998,957.5009900668557
137,2024-05-16,824.9999999999999,971.3013796907252
138,2024-05-17,829.0000000000001,985.3006732904092
139,2024-05-18,367.0000000000001,999.5017376539244
140,2024-05-19,346.00000000000017,1013.9074808880858
141,2024-05-20,1133.9999999999998,1028.5208530140349
