DT_NOTIFIC,CASO_SRAG
2024-03-27,500.2857142857143
2024-03-28,483.0
2024-03-29,440.85714285714283
2024-03-30,445.7142857142857
2024-03-31,453.2857142857143
2024-04-01,468.7142857142857
2024-04-02,483.2857142857143
2024-04-03,509.7142857142857
2024-04-04,550.2857142857143
2024-04-05,612.5714285714286
2024-04-06,614.0
2024-04-07,615.0
2024-04-08,615.1428571428571
2024-04-09,627.4285714285714
2024-04-10,639.5714285714286
2024-04-11,640.7142857142857
2024-04-12,644.7142857142857
2024-04-13,653.7142857142857
2024-04-14,660.1428571428571
2024-04-15,672.4285714285714
2024-04-16,675.2857142857143
2024-04-17,677.7142857142857
2024-04-18,680.4285714285714
2024-04-19,689.2857142857143
2024-04-20,689.1428571428571
2024-04-21,689.5714285714286
2024-04-22,699.5714285714286
2024-04-23,703.2857142857143
2024-04-24,719.0
2024-04-25,743.1428571428571
2024-04-26,760.0
2024-04-27,762.5714285714286
2024-04-28,765.5714285714286
2024-04-29,766.8571428571429
2024-04-30,783.5714285714286
2024-05-01,715.8571428571429
2024-05-02,725.5714285714286
2024-05-03,722.1428571428571
2024-05-04,725.4285714285714
2024-05-05,729.0
2024-05-06,722.7142857142857
2024-05-07,706.8571428571429
2024-05-08,766.4285714285714
2024-05-09,740.8571428571429
2024-05-10,725.5714285714286
2024-05-11,718.1428571428571
2024-05-12,707.5714285714286
2024-05-13,707.5714285714286
2024-05-14,703.2857142857143
2024-05-15,699.5714285714286
2024-05-16,703.2857142857143
2024-05-17,715.8571428571429
2024-05-18,720.7142857142857
2024-05-19,727.4285714285714
2024-05-20,740.5714285714286
2024-05-21,745.2857142857143
2024-05-22,749.0
2024-05-23,745.1428571428571
2024-05-24,737.7142857142857
2024-05-25,739.1428571428571
2024-05-26,742.8571428571429
2024-05-27,730.4285714285714
2024-05-28,728.2857142857143
2024-05-29,719.8571428571429
2024-05-30,664.1428571428571
2024-05-31,640.8571428571429
2024-06-01,643.1428571428571
2024-06-02,640.2857142857143
2024-06-03,645.8571428571429
2024-06-04,653.5714285714286
2024-06-05,657.0
2024-06-06,722.4285714285714
2024-06-07,740.8571428571429
2024-06-08,739.5714285714286
2024-06-09,738.4285714285714
2024-06-10,737.8571428571429
2024-06-11,740.2857142857143
2024-06-12,738.2857142857143
2024-06-13,721.7142857142857
2024-06-14,724.5714285714286
2024-06-15,718.8571428571429
2024-06-16,720.7142857142857
2024-06-17,722.5714285714286
2024-06-18,712.5714285714286
2024-06-19,717.4285714285714
2024-06-20,718.5714285714286
2024-06-21,713.0
2024-06-22,710.2857142857143
2024-06-23,703.1428571428571
2024-06-24,681.7142857142857
2024-06-25,691.2857142857143
2024-06-26,691.8571428571429
2024-06-27,678.4285714285714
2024-06-28,669.4285714285714
2024-06-29,668.7142857142857
2024-06-30,662.1428571428571
2024-07-01,655.7142857142857
2024-07-02,620.1428571428571
2024-07-03,595.2857142857143
2024-07-04,602.4285714285714
2024-07-05,588.7142857142857
2024-07-06,591.8571428571429
2024-07-07,589.4285714285714
2024-07-08,582.7142857142857
2024-07-09,578.8571428571429
2024-07-10,584.7142857142857
2024-07-11,574.0
2024-07-12,572.2857142857143
2024-07-13,559.8571428571429
2024-07-14,564.2857142857143
2024-07-15,555.1428571428571
2024-07-16,556.0
2024-07-17,531.1428571428571
2024-07-18,520.8571428571429
2024-07-19,523.1428571428571
2024-07-20,523.8571428571429
2024-07-21,517.8571428571429
2024-07-22,513.2857142857143
2024-07-23,502.85714285714283
2024-07-24,502.2857142857143
2024-07-25,496.14285714285717
2024-07-26,489.57142857142856
2024-07-27,484.57142857142856
2024-07-28,485.7142857142857
2024-07-29,471.14285714285717
2024-07-30,473.57142857142856
2024-07-31,468.2857142857143
2024-08-01,469.57142857142856
2024-08-02,461.14285714285717
2024-08-03,459.7142857142857
2024-08-04,455.57142857142856
2024-08-05,463.42857142857144
2024-08-06,454.42857142857144
2024-08-07,454.14285714285717
2024-08-08,454.42857142857144
2024-08-09,465.2857142857143
2024-08-10,473.0
2024-08-11,473.0
2024-08-12,479.7142857142857
2024-08-13,486.7142857142857
2024-08-14,487.2857142857143
2024-08-15,487.2857142857143
2024-08-16,482.14285714285717
2024-08-17,484.0
2024-08-18,494.57142857142856
2024-08-19,510.57142857142856
2024-08-20,522.1428571428571
2024-08-21,550.1428571428571
2024-08-22,568.0
2024-08-23,579.7142857142857
2024-08-24,579.7142857142857
2024-08-25,574.8571428571429
2024-08-26,573.0
2024-08-27,576.2857142857143
2024-08-28,567.2857142857143
2024-08-29,552.4285714285714
2024-08-30,545.7142857142857
2024-08-31,537.1428571428571
2024-09-01,539.7142857142857
2024-09-02,529.8571428571429
2024-09-03,529.7142857142857
2024-09-04,525.5714285714286
2024-09-05,536.1428571428571
2024-09-06,541.7142857142857
2024-09-07,545.8571428571429
2024-09-08,540.5714285714286
2024-09-09,548.0
2024-09-10,546.0
2024-09-11,542.0
2024-09-12,530.4285714285714
2024-09-13,530.5714285714286
2024-09-14,529.2857142857143
2024-09-15,527.5714285714286
2024-09-16,519.2857142857143
2024-09-17,503.85714285714283
2024-09-18,507.57142857142856
2024-09-19,503.2857142857143
2024-09-20,492.57142857142856
2024-09-21,494.85714285714283
2024-09-22,496.42857142857144
2024-09-23,493.2857142857143
2024-09-24,497.0
2024-09-25,483.7142857142857
2024-09-26,485.0
2024-09-27,484.2857142857143
2024-09-28,476.2857142857143
2024-09-29,473.85714285714283
2024-09-30,463.57142857142856
2024-10-01,456.0
2024-10-02,448.85714285714283
2024-10-03,440.42857142857144
2024-10-04,434.7142857142857
2024-10-05,434.57142857142856
2024-10-06,426.0
2024-10-07,418.14285714285717
2024-10-08,416.0
2024-10-09,416.0
2024-10-10,416.0
2024-10-11,413.42857142857144
2024-10-12,407.85714285714283
2024-10-13,415.2857142857143
2024-10-14,410.57142857142856
2024-10-15,401.85714285714283
2024-10-16,403.85714285714283
2024-10-17,405.85714285714283
2024-10-18,399.42857142857144
2024-10-19,406.2857142857143
2024-10-20,408.85714285714283
2024-10-21,422.7142857142857
2024-10-22,426.14285714285717
2024-10-23,422.85714285714283
2024-10-24,426.85714285714283
2024-10-25,427.7142857142857
2024-10-26,423.42857142857144
2024-10-27,421.0
2024-10-28,393.14285714285717
2024-10-29,407.2857142857143
2024-10-30,415.57142857142856
2024-10-31,402.14285714285717
2024-11-01,403.14285714285717
2024-11-02,401.14285714285717
2024-11-03,399.2857142857143
2024-11-04,417.14285714285717
2024-11-05,410.2857142857143
2024-11-06,393.57142857142856
2024-11-07,402.57142857142856
2024-11-08,403.0
2024-11-09,408.14285714285717
2024-11-10,405.57142857142856
2024-11-11,406.42857142857144
2024-11-12,397.0
2024-11-13,393.42857142857144
2024-11-14,386.85714285714283
2024-11-15,354.57142857142856
2024-11-16,353.2857142857143
2024-11-17,355.85714285714283
2024-11-18,369.42857142857144
2024-11-19,377.0
2024-11-20,352.57142857142856
2024-11-21,371.2857142857143
2024-11-22,412.57142857142856
2024-11-23,408.7142857142857
2024-11-24,407.42857142857144
2024-11-25,390.7142857142857
2024-11-26,381.57142857142856
2024-11-27,411.14285714285717
2024-11-28,388.14285714285717
2024-11-29,373.14285714285717
2024-11-30,377.57142857142856
2024-12-01,375.42857142857144
2024-12-02,375.0
2024-12-03,377.0
2024-12-04,383.42857142857144
2024-12-05,386.7142857142857
2024-12-06,389.42857142857144
2024-12-07,387.57142857142856
2024-12-08,390.14285714285717
2024-12-09,389.42857142857144
2024-12-10,389.0
2024-12-11,385.57142857142856
2024-12-12,384.57142857142856
2024-12-13,387.42857142857144
2024-12-14,387.2857142857143
2024-12-15,389.2857142857143
2024-12-16,381.7142857142857
2024-12-17,380.0
2024-12-18,376.85714285714283
2024-12-19,378.2857142857143
2024-12-20,367.7142857142857
2024-12-21,363.7142857142857
2024-12-22,353.57142857142856
2024-12-23,339.14285714285717
2024-12-24,302.0
2024-12-25,259.7142857142857
2024-12-26,258.42857142857144
2024-12-27,263.0
2024-12-28,265.14285714285717
