,DT_NOTIFIC,CASO_SRAG,Estimativa
380,2025-01-14,47.85714285714284,134.8597738820869
381,2025-01-15,38.857142857142854,133.72872719863702
382,2025-01-16,33.0,132.60716641719713
383,2025-01-17,28.714285714285708,131.49501198107154
384,2025-01-18,27.57142857142857,130.3921850007933
385,2025-01-19,26.28571428571429,129.29860724852836
386,2025-01-20,22.71428571428571,128.21420115252673
387,2025-01-21,20.142857142857142,127.13888979161977
388,2025-01-22,14.142857142857146,126.07259688976426
389,2025-01-23,14.42857142857143,125.01524681063127
390,2025-01-24,14.714285714285714,123.96676455224139
391,2025-01-25,14.85714285714286,122.92707574164457
392,2025-01-27,16.166666666666668,121.89610662964425
393,2025-01-28,16.333333333333332,120.8737840855663
394,2025-01-29,18.499999999999996,119.8600355920715
395,2025-01-30,16.166666666666668,118.85478924001147
396,2025-01-31,12.166666666666664,117.85797372332831
397,2025-02-03,14.799999999999997,116.86951833399596
398,2025-02-04,13.0,115.88935295700493
399,2025-02-05,9.000000000000002,114.91740806538901
400,2025-02-06,8.4,113.95361471529294
401,2025-02-07,8.2,112.9979045410823
